web-scraper-order,web-scraper-start-url,latest_video,latest_video-href,recommended_video,recommended_video-href
"1768103875-152","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","Why This Island Could Trigger World War 3","https://www.youtube.com/watch?v=x-XdOaZPhBw"
"1768103875-153","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","Gen. Caine, chairman of the Joint Chiefs of Staff, details timeline of Venezuela operation","https://www.youtube.com/watch?v=qe2RuYI8KZY&pp=0gcJCU0KAYcqIYzv"
"1768103875-154","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","FULL Q&A: Trump Urgent Remarks on Russia, China, Venezuela, Minnesota, Iran & Cuba | AC15","https://www.youtube.com/watch?v=3pIi4ha38-Q"
"1768103875-155","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","How US Captured The Venezuelan President?","https://www.youtube.com/watch?v=NiSuZilaClQ"
"1768103875-156","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","How did Vikings Manage Waste on Longships Without getting SICK?","https://www.youtube.com/watch?v=iedM4McT0zA"
"1768103875-157","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","HISTORIC OIL SUMMIT: Trump, JD & Rubio Face Tough Q&A on Russia, China, Venezuela, Iran & Cuba |AC1E","https://www.youtube.com/watch?v=aZknNmuSdAo&pp=ugUEEgJlbg%3D%3D"
"1768103875-158","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","Venezuela Shock: '2027' Likely Pushed Back as China Fails To Protect Maduro From the US | EP746","https://www.youtube.com/watch?v=xbi_yCVcI-8"
"1768103875-159","https://www.youtube.com/user/FoxNewsChannel/videos","'BRILLIANT OPERATION': Inside the plan to get Maduro","https://www.youtube.com/watch?v=EFqkdZFjMHQ","‘ADVERSARIES SHOCKED’: Gen. Keane on why China is REELING after US action","https://www.youtube.com/watch?v=xmlbxhLEqTo"
"1768103885-160","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","IRAN: Trump pledges support for protesters as demonstrations hit 2-week mark","https://www.youtube.com/watch?v=vs2s79qOrfE"
"1768103885-161","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Gavin Newsom sends capital SPRINTING out of California","https://www.youtube.com/watch?v=H29q5bjvs9A"
"1768103885-162","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","'VERGE OF COLLAPSE': Exiled crown prince details status of Iranian government","https://www.youtube.com/watch?v=v_BvVnO_gHU"
"1768103885-163","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","'STUNNER': NYC exodus grows as Mamdani's polices take hold","https://www.youtube.com/watch?v=kD93vokCCos"
"1768103885-164","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Iran warns protesters that they could face the death penalty, but demonstrations appear to grow","https://www.youtube.com/watch?v=GP80vysFCgs"
"1768103885-165","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Germans Captured Him — He Laughed, Then Killed 21 of Them in 45 Seconds","https://www.youtube.com/watch?v=PLMjds9a5dI"
"1768103885-166","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Venezuela F-16 DIVES TOWARD US Aircraft Carrier — Then THIS Happened…","https://www.youtube.com/watch?v=ZP9UbVdj5R8&pp=ugUEEgJlbg%3D%3D"
"1768103885-167","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","ABC World News Tonight with David Muir Full Broadcast - January 10th, 2026","https://www.youtube.com/watch?v=Wo1i5ayMCO8"
"1768103885-168","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Exiled Iranian prince issues DESPERATE plea to Trump","https://www.youtube.com/watch?v=PSOtqgD9fgY"
"1768103885-169","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Why This Could Be a Defining Moment In The Middle East | 700 Club Israel","https://www.youtube.com/watch?v=_EbQKHmDTE8"
"1768103885-170","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Gen. Keane: 'INTELLIGENCE' allowed the US to capture Maduro alive","https://www.youtube.com/watch?v=Pig8TGk9mYg"
"1768103885-171","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Trump issues SCATHING new warning to Iran: 'We will get involved'","https://www.youtube.com/watch?v=Me3ECQGs8Xk"
"1768103885-172","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","FULL Q&A: Trump Urgent Remarks on Russia, China, Venezuela, Minnesota, Iran & Cuba | AC15","https://www.youtube.com/watch?v=3pIi4ha38-Q&pp=0gcJCU0KAYcqIYzv"
"1768103885-173","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Why This Island Could Trigger World War 3","https://www.youtube.com/watch?v=x-XdOaZPhBw"
"1768103885-174","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Trump sends BOLD message to Iranian regime: 'Better not start shooting'","https://www.youtube.com/watch?v=MQwfZO1Gj_s"
"1768103885-175","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","How did Vikings Manage Waste on Longships Without getting SICK?","https://www.youtube.com/watch?v=iedM4McT0zA"
"1768103885-176","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","China Can't Afford To Invade Taiwan. Here's Why","https://www.youtube.com/watch?v=6c57q9bIBPQ"
"1768103885-177","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","HISTORIC OIL SUMMIT: Trump, JD & Rubio Face Tough Q&A on Russia, China, Venezuela, Iran & Cuba |AC1E","https://www.youtube.com/watch?v=aZknNmuSdAo&pp=ugUEEgJlbg%3D%3D"
"1768103885-178","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","‘ADVERSARIES SHOCKED’: Gen. Keane on why China is REELING after US action","https://www.youtube.com/watch?v=xmlbxhLEqTo"
"1768103885-179","https://www.youtube.com/user/FoxNewsChannel/videos","If I was the Iranian regime, I would take President Trump ‘dead serious’: Gen. Jack Keane","https://www.youtube.com/watch?v=ucnhmOlGmZ8","Is The Line Really Dead?","https://www.youtube.com/watch?v=zFVYgZMEOFg&pp=0gcJCU0KAYcqIYzv"
"1768103895-180","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Newsom faces heat as billions in homeless relief funds can’t be accounted for","https://www.youtube.com/watch?v=0vtNz42CyMk"
"1768103895-181","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Tim Walz Exposed For Faking Financial Records In State Audit","https://www.youtube.com/watch?v=Louj7N3dKSw&pp=ugUEEgJlbg%3D%3D"
"1768103895-182","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Gavin Newsom sends capital SPRINTING out of California","https://www.youtube.com/watch?v=H29q5bjvs9A"
"1768103895-183","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Jimmy Kimmel on the Awful ICE Shooting in Minneapolis & a Baseline of Decency Being Gone in America","https://www.youtube.com/watch?v=rG_EPeGz9IQ&pp=ugUHEgVlbi1VUw%3D%3D"
"1768103895-184","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","California Governor Loses Control as Hundreds of Gas Stations Shut Down | Elizabeth Davis","https://www.youtube.com/watch?v=e-MgyB_Mmp0"
"1768103895-185","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Megyn Kelly Breaks Down What the Minnesota ICE Shooting Videos REALLY Show and Reveals NEW Info","https://www.youtube.com/watch?v=kH4W1TyUeQg"
"1768103895-186","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Independent journalist: Minnesotans have been telling me about this fraud for a long time","https://www.youtube.com/watch?v=KSpDrwlvBvY"
"1768103895-187","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","ANOTHER federal agency suspends Minnesota aid amid fraud scandal","https://www.youtube.com/watch?v=s4qXDuVOk64"
"1768103895-188","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","WATCH: Shouting match at Minnesota fraud hearing","https://www.youtube.com/watch?v=2-fDfWNwU4w"
"1768103895-189","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","California Governor Responds After Thousands of Truckers Leave the State | Elizabeth Davis","https://www.youtube.com/watch?v=ey-Tpd3HdiY"
"1768103895-190","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Criminal referrals DETONATE as Minnesota fraud case spirals","https://www.youtube.com/watch?v=waHN9qz1i1o"
"1768103895-191","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Minnesota AG in HOT WATER after audio reveals meeting with now-convicted fraudsters","https://www.youtube.com/watch?v=nZpdmBvgcik"
"1768103895-192","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","'STUNNER': NYC exodus grows as Mamdani's polices take hold","https://www.youtube.com/watch?v=kD93vokCCos"
"1768103895-193","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","IRAN: Trump pledges support for protesters as demonstrations hit 2-week mark","https://www.youtube.com/watch?v=vs2s79qOrfE"
"1768103895-194","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Thousands gather for Bay Area anti-ICE protests","https://www.youtube.com/watch?v=tJHL7sViRhc"
"1768103895-195","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Iran warns protesters that they could face the death penalty, but demonstrations appear to grow","https://www.youtube.com/watch?v=GP80vysFCgs&pp=0gcJCU0KAYcqIYzv"
"1768103895-196","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","JUST IN: DHS takes ACTION in Minneapolis as anti-ICE protesters rage","https://www.youtube.com/watch?v=iYxhxTvbZ_A"
"1768103895-197","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Thune RESPONDS to Dem threats on DHS funding after ICE shooting","https://www.youtube.com/watch?v=8nCcG2GR550"
"1768103895-198","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","Minneapolis Mayor on ICE Shooting, Dropping F-Bomb and ‘Political Performance’ | WSJ","https://www.youtube.com/watch?v=nBfbmA8hpxY"
"1768103895-199","https://www.youtube.com/user/FoxNewsChannel/videos","This is an all-out attack on law enforcement, ex-acting DHS secretary says","https://www.youtube.com/watch?v=YLvOyCLHdjQ","'RED FLAGS': New Minnesota fraud uncovered tied to Ilhan Omar","https://www.youtube.com/watch?v=3EHnGpakCIw&pp=0gcJCU0KAYcqIYzv"
"1768103905-200","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Tim Allen | Club Random with Bill Maher","https://www.youtube.com/watch?v=axYP6TfSr1I"
"1768103905-201","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Tim Walz Exposed For Faking Financial Records In State Audit","https://www.youtube.com/watch?v=Louj7N3dKSw&pp=ugUEEgJlbg%3D%3D"
"1768103905-202","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","IRAN: Trump pledges support for protesters as demonstrations hit 2-week mark","https://www.youtube.com/watch?v=vs2s79qOrfE"
"1768103905-203","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","WATCH: JD Vance has a message for Jasmine Crockett...","https://www.youtube.com/watch?v=-k7em-PkgJk"
"1768103905-204","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","ABC World News Tonight with David Muir Full Broadcast - January 10th, 2026","https://www.youtube.com/watch?v=Wo1i5ayMCO8"
"1768103905-205","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Germans Captured Him — He Laughed, Then Killed 21 of Them in 45 Seconds","https://www.youtube.com/watch?v=PLMjds9a5dI"
"1768103905-206","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","MALIBU 🔥 ONE YEAR LATER 🔥 The Adam Carolla Vlog","https://www.youtube.com/watch?v=S8Pddb_phkI&pp=ugUEEgJlbg%3D%3D"
"1768103905-207","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Psaki, Maddow EVISCERATED over hypocritical’ pivot after Maduro capture","https://www.youtube.com/watch?v=DIwkl3XYb2I"
"1768103905-208","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","'AMERICAN DREAM IS COMING BACK': Housing official reveals how prices will be affordable","https://www.youtube.com/watch?v=x-9u57HWuJ8"
"1768103905-209","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","NEW Video of ICE Shooting Destroys Left Narrative, Conan Slams Comics, w/ Jesse Kelly & Link Lauren","https://www.youtube.com/watch?v=vAdS3BtCHm4"
"1768103905-210","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","The Origins of Maya Civilization (Full Episode) | Rise and Fall of the Maya | National Geographic","https://www.youtube.com/watch?v=0lIuz5lelYQ"
"1768103905-211","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Megyn Kelly Breaks Down What the Minnesota ICE Shooting Videos REALLY Show and Reveals NEW Info","https://www.youtube.com/watch?v=kH4W1TyUeQg&pp=0gcJCU0KAYcqIYzv"
"1768103905-212","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","All-In's 2026 Predictions","https://www.youtube.com/watch?v=yEb2DX0TzKM"
"1768103905-213","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Jimmy Kimmel on the Awful ICE Shooting in Minneapolis & a Baseline of Decency Being Gone in America","https://www.youtube.com/watch?v=rG_EPeGz9IQ&pp=ugUHEgVlbi1VUw%3D%3D"
"1768103905-214","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","'The Five': Tensions are running HIGH...","https://www.youtube.com/watch?v=4q3x7lrhmlo"
"1768103905-215","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Greg Gutfeld: Walz always seems to be in a panic","https://www.youtube.com/watch?v=rWS-KLnNbG8"
"1768103905-216","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","50 Funniest SNL Moments of The Last 50 Years","https://www.youtube.com/watch?v=6ht3zgz1k_k"
"1768103905-217","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Jan. 10: ICE protests, Ohio dentist murder","https://www.youtube.com/watch?v=cYJuGDF4PjA"
"1768103905-218","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","California Governor Responds After Thousands of Truckers Leave the State | Elizabeth Davis","https://www.youtube.com/watch?v=ey-Tpd3HdiY"
"1768103905-219","https://www.youtube.com/user/FoxNewsChannel/videos","Fox News Highlights - January 9th, 2026","https://www.youtube.com/watch?v=nJuhd9bHnkA","Keane: I am STUNNED by this","https://www.youtube.com/watch?v=-bkhUVR8s3M"
"1768103915-220","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","NEW ICE Agent POV Released | Full Legal Breakdown.","https://www.youtube.com/watch?v=bDda-L_ZOE8&pp=ugUEEgJlbg%3D%3D"
"1768103915-221","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Gavin Newsom sends capital SPRINTING out of California","https://www.youtube.com/watch?v=H29q5bjvs9A&pp=0gcJCU0KAYcqIYzv"
"1768103915-222","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","What Does the Law Say About the ICE Shooting in Minnesota?","https://www.youtube.com/watch?v=Y04ndAPynMk&pp=ugUEEgJlbg%3D%3D"
"1768103915-223","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Ice Shooting In Minnesota, Strip the Politics Away: Was This Self-Defense?","https://www.youtube.com/watch?v=Wh3azU1-nao"
"1768103915-224","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","California Governor Loses Control as Hundreds of Gas Stations Shut Down | Elizabeth Davis","https://www.youtube.com/watch?v=e-MgyB_Mmp0"
"1768103915-225","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Self-defence? A breakdown of the fatal ICE shooting in Minneapolis | About That","https://www.youtube.com/watch?v=ZEiw1rMjZsc"
"1768103915-226","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","JUST IN: Woman who was shot worked with 'ICE Watch' group","https://www.youtube.com/watch?v=g3OcjqBPx78"
"1768103915-227","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Shocking Arrest: Surgeon Ex-Husband Charged in Brutal Ohio Dentist Murders | Dr. Michael McKee","https://www.youtube.com/watch?v=1wbroSpXkCk"
"1768103915-228","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","ANOTHER federal agency suspends Minnesota aid amid fraud scandal","https://www.youtube.com/watch?v=s4qXDuVOk64"
"1768103915-229","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","'STUNNER': NYC exodus grows as Mamdani's polices take hold","https://www.youtube.com/watch?v=kD93vokCCos"
"1768103915-230","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Gen. Keane: 'INTELLIGENCE' allowed the US to capture Maduro alive","https://www.youtube.com/watch?v=Pig8TGk9mYg&pp=0gcJCU0KAYcqIYzv"
"1768103915-231","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Vance reacts to NEW footage of Minneapolis shooting: 'His life was endangered'","https://www.youtube.com/watch?v=uUmoeK81H7g"
"1768103915-232","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","WATCH: Shouting match at Minnesota fraud hearing","https://www.youtube.com/watch?v=2-fDfWNwU4w"
"1768103915-233","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Protesters STORM Minneapolis hotel where ICE agents believed to be staying","https://www.youtube.com/watch?v=WEPpo9bAfS0"
"1768103915-234","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","I Entered Cuba Alone.. Here’s What Happened in 24 Hours 🇨🇺","https://www.youtube.com/watch?v=BXc4JtUL8qQ&pp=ugUEEgJlbg%3D%3D"
"1768103915-235","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","NEW: Details revealed about woman shot, killed by ICE agent in Minneapolis","https://www.youtube.com/watch?v=EdX6HbJ8gPg"
"1768103915-236","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Jimmy Kimmel on the Awful ICE Shooting in Minneapolis & a Baseline of Decency Being Gone in America","https://www.youtube.com/watch?v=rG_EPeGz9IQ&pp=ugUHEgVlbi1VUw%3D%3D"
"1768103915-237","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Megyn Kelly Breaks Down What the Minnesota ICE Shooting Videos REALLY Show and Reveals NEW Info","https://www.youtube.com/watch?v=kH4W1TyUeQg"
"1768103915-238","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Iran warns protesters that they could face the death penalty, but demonstrations appear to grow","https://www.youtube.com/watch?v=GP80vysFCgs"
"1768103915-239","https://www.youtube.com/user/FoxNewsChannel/videos","ICE officer body cam CORROBORATES what Feds said: Gregg Jarrett","https://www.youtube.com/watch?v=cL5Ds9qAEqA&pp=0gcJCU0KAYcqIYzv","Venezuelan immigrant speaks out following Maduro's capture; says hope has been restored","https://www.youtube.com/watch?v=cylfhA8pNgY"
